id,title,author,type,school,timeframe,description,image_1_url,image_2_url,image_3_url,image_4_url,image_5_url,image_6_url,image_7_url,image_8_url,image_9_url,image_10_url,gt
42,Paintings of Saints,MASTER THEODERIC,religious,Bohemian,1351-1400,"Master Theoderic, a highly original artist, broke free of the styles that were dominated by Italian, Austrian and French art and tried to develop his own distinctive style. Painted between 1360 and 1365, the 30 icon-like portraits of the saints which decorate the Chapel of the Cross at Karlstein Castle are one of the most impressive results of these efforts. The robust features of the individual saints are impressively depicted.Three-dimensional objects have been added, such as carved coats-of-arms, mounted in the manner of collages on the surface of the paintings. Ornamented with discs of gilded Venetian glass and strips of marble encrusted with semiprecious stones, the chapel seems like a Byzantine treasure chamber. It is possible that this room and the adjacent 'privatorium' were intended by the Emperor to create a vision of his future Eastern empire",43957-2luke.jpg,05008-findmose.jpg,32539-mad_chil.jpg,32267-19gather.jpg,00781-3predel4.jpg,25224-karlstei.jpg,01094-christ.jpg,37004-service.jpg,44046-1diptych.jpg,04389-annuncia.jpg,6
43,Portrait of a Jesuit Missionary,"RIBERA, Jusepe de",portrait,Spanish,1601-1650,"Although the precise identity of the Jesuit is unknown, the presence of a lion on which the man rests his hand suggests that he might have been a missionary",23845-3manet04.jpg,19213-77post.jpg,13403-15arnol.jpg,12490-05self26.jpg,17551-09portra.jpg,13646-23ferenc.jpg,37416-portlady.jpg,34215-jesuit.jpg,29860-margaret.jpg,17546-04portra.jpg,8
44,Portrait of a Lady,"DUCREUX, Rose-Adlaide",portrait,French,1751-1800,"This elegant portrait is closely related to the artist's most famous work, Self-Portrait with a Harp (New York, Metropolitan Museum of Art). In fact the floral-patterned carpets in both works are identical",13439-alfieri.jpg,19203-71pend2.jpg,32173-louis_13.jpg,11142-1870s_07.jpg,32528-2princes.jpg,35578-23gevart.jpg,33531-42portra.jpg,41022-17portra.jpg,12350-portlady.jpg,12998-selfpor1.jpg,9
45,Portrait of a Lady Holding a Rose,"SLINGELAND, Pieter Cornelisz. van",portrait,Dutch,1651-1700,"This small panel was probably made in the 1670s, when Slingeland executed most of his delicate, genre-like portraits. It depicts in great detail a young woman standing in half-length and in three-quarter profile, with her head turned to the left, facing the viewer. In her right hand the lady holds a single pink rosebud; her left arm rests gracefully on a stone balustrade.The painting is a betrothal or marriage portrait and in 1773 had a pendant, a portrait of a man with a statue of Mercury",23845-3manet04.jpg,19213-77post.jpg,13403-15arnol.jpg,12490-05self26.jpg,17551-09portra.jpg,13646-23ferenc.jpg,37416-portlady.jpg,34215-jesuit.jpg,29860-margaret.jpg,17546-04portra.jpg,7
46,Portrait of a Man,"GOSSART, Jan",portrait,Flemish,1501-1550,"This painting portrays Franck van Borselan (c. 1395-1471), Count of Ostrevant and a knight of the Order of the Golden Fleece. Formerly the portrait was attributed to Jan Mostaert. Recently it has undergone cleaning and restoration as well as technical examination at the Metropolitan Museum of Art. As a result, the painting was given to Jan Gossart",23845-3manet04.jpg,19213-77post.jpg,13403-15arnol.jpg,12490-05self26.jpg,17551-09portra.jpg,13646-23ferenc.jpg,37416-portlady.jpg,34215-jesuit.jpg,29860-margaret.jpg,17546-04portra.jpg,5
47,Portrait of a Man,"GOSSART, Jan",portrait,Flemish,1501-1550,"This portrait bears a striking resemblance to certain of the putative images of Gossart (e.g. in Jan Wierix's engraving), therefore it is perhaps a self-portrait, that could explain the unusually casual and loose manner in which it was painted",23845-3manet04.jpg,19213-77post.jpg,13403-15arnol.jpg,12490-05self26.jpg,17551-09portra.jpg,13646-23ferenc.jpg,37416-portlady.jpg,34215-jesuit.jpg,29860-margaret.jpg,17546-04portra.jpg,10
48,Portrait of a Woman,"HALS, Frans",portrait,Dutch,1601-1650,"The background of this painting, originally rendered in a neutral tone, was completely painted over at a later date, most likely during the eighteenth century. It is suggested in the literature that the portrait has a pendant, the Portrait of a Painter in the Frick Collection, New York. This portrait was also provided with architectural background at a later date",13439-alfieri.jpg,19203-71pend2.jpg,32173-louis_13.jpg,11142-1870s_07.jpg,32528-2princes.jpg,35578-23gevart.jpg,33531-42portra.jpg,41022-17portra.jpg,12350-portlady.jpg,12998-selfpor1.jpg,2
49,Portrait of a Young Man,"UNKNOWN MASTER, French",portrait,French,1751-1800,"This painting has long been associated with the oeuvre of Fragonard, but the attribution and the identity of the sitter have remained uncertain. However, the portrait betrays weaknesses that seem impossible for an artist of Fragonard's abilities. The traditional identification of the sitter as Fragonard's friend and fellow artist Hubert Robert seems also untenable. The identity of both the author and sister of this splendid though flawed portrait must remain elusive",13439-alfieri.jpg,19203-71pend2.jpg,32173-louis_13.jpg,11142-1870s_07.jpg,32528-2princes.jpg,35578-23gevart.jpg,33531-42portra.jpg,41022-17portra.jpg,12350-portlady.jpg,12998-selfpor1.jpg,8
50,Portrait of Giovanni Arnolfini and his Wife,"EYCK, Jan van",portrait,Flemish,1401-1450,"""The Arnolfini Marriage"" is a name that has been given to this untitled double portrait by Jan van Eyck, now in the National Gallery, London. It is one of the greatest celebrations of human mutuality. Like Rembrandt's ""Jewish Bride"", this painting reveals to us the inner meaning of a true marriage. Giovanni Arnolfini, a prosperous Italian banker who had settled in Bruges, and his wife Giovanna Cenami, stand side by side in the bridal chamber, facing towards the viewer. The husband is holding out his wife's hand.Despite the restricted space, the painter has contrived to surround them with a host of symbols. To the left, the oranges placed on the low table and the windowsill are a reminder of an original innocence, of an age before sin. Unless, that is, they are not in fact oranges but apples (it is difficult to be certain), in which case they would represent the temptation of knowledge and the Fall. Above the couple's heads, the candle that has been left burning in broad daylight on one of the branches of an ornate copper chandelier can be interpreted as the nuptial flame, or as the eye of God. The small dog in the foreground is an emblem of fidelity and love. Meanwhile, the marriage bed with its bright red curtains evokes the physical act of love which, according to Christian doctrine, is an essential part of the perfect union of man and wife.Although all these different elements are highly charged with meaning, they are of secondary importance compared to the mirror, the focal point of the whole composition. It has often been noted that two tiny figures can be seen reflected in it, their image captured as they cross the threshold of the room. They are the painter himself and a young man, doubtless arriving to act as witnesses to the marriage. The essential point, however, is the fact that the convex mirror is able to absorb and reflect in a single image both the floor and the ceiling of the room, as well as the sky and the garden outside, both of which are otherwise barely visible through the side window. The mirror thus acts as a sort of hole in the texture of space. It sucks the entire visual world into itself, transforming it into a representation.The cubic space in which the Arnolfinis stand is itself a prefiguration of the techniques of perspective which were still to come. Van Eyck practised perspective on a purely heuristic basis, unaware of the laws by which it was governed. In this picture, he uses the mirror precisely in order to explode the limits of the space to which his technique gives him access as soon as it threatens to limit him",23845-3manet04.jpg,19213-77post.jpg,13403-15arnol.jpg,12490-05self26.jpg,17551-09portra.jpg,13646-23ferenc.jpg,37416-portlady.jpg,34215-jesuit.jpg,29860-margaret.jpg,17546-04portra.jpg,3
51,Portrait of Jan Gaspar Gevartius,"RUBENS, Peter Paul",portrait,Flemish,1601-1650,"This is a portrait of Rubens' friend Jan Gaspar Gevaerts (1593-1666). He was a reputable philologist, Neo-Latin poet and historiographer. Characteristically for his intellectual circles he had his name Latinized to Gevartius.After a stay in Holland and Paris Gevartius became the Registrar of the city of Antwerp. In this function he was in charge of official ceremonies in the city and in 1635 helped Rubens with the ""Pompa Introitus Ferdinandi"", one of Rubens most impressive projects.Rubens here intends to represent his friend's humanist attitude: he is sitting at his desk, with a bust of the Roman Emperor and philosopher Marcus Aurelius, on whom he wrote an unpublished commentary. The painting is dated around 1628. The composition of the work is not baroque, but fits more easily into the 16th-century tradition of homely portraits of humanists",13439-alfieri.jpg,19203-71pend2.jpg,32173-louis_13.jpg,11142-1870s_07.jpg,32528-2princes.jpg,35578-23gevart.jpg,33531-42portra.jpg,41022-17portra.jpg,12350-portlady.jpg,12998-selfpor1.jpg,6
52,Portrait of Louis XIII of France at Age Ten,"POURBUS, Frans the Younger",portrait,Flemish,1601-1650,"In 1599, the childless marriage between Marguerite de Valois and Henri IV, king of France, was annulled. Early in 1600, Henri wed Maria de' Medici, and later that year Louis, heir to the throne, was born. Henri was assassinated in 1610; Louis became king, but Maria ruled as regent until he came of age seven years later",13439-alfieri.jpg,19203-71pend2.jpg,32173-louis_13.jpg,11142-1870s_07.jpg,32528-2princes.jpg,35578-23gevart.jpg,33531-42portra.jpg,41022-17portra.jpg,12350-portlady.jpg,12998-selfpor1.jpg,3
53,Portrait of Margareta van Oostenrijk,"ORLEY, Bernaert van",portrait,Flemish,1501-1550,"In his own day, van Orley was called the Raphael of the North, which speaks rather more for Raphael's fame than it does for northern judgment. His principal patrons were successive Regents of the Netherlands, Margaret of Austria and Mary of Hungary. Van Orley is at his best in portraits",23845-3manet04.jpg,19213-77post.jpg,13403-15arnol.jpg,12490-05self26.jpg,17551-09portra.jpg,13646-23ferenc.jpg,37416-portlady.jpg,34215-jesuit.jpg,29860-margaret.jpg,17546-04portra.jpg,9
54,"Portrait of Oopjen Coppit, Wife of Marten Soolmans",REMBRANDT Harmenszoon van Rijn,portrait,Dutch,1601-1650,"Catalogue number: Bredius 342.The life-size, full-length portraits of Marten Soolmans (1613-1641) and his wife, Oopjen Coppit (1611-1689), are exceptionally large and elaborate for Rembrandt. They cost about five hundred guilders, an amount as much as a skilled worker or a minister in the Reformed church earned in a year. The sitters not only ordered two paintings of this format, they also bought other work by Rembrandt",13439-alfieri.jpg,19203-71pend2.jpg,32173-louis_13.jpg,11142-1870s_07.jpg,32528-2princes.jpg,35578-23gevart.jpg,33531-42portra.jpg,41022-17portra.jpg,12350-portlady.jpg,12998-selfpor1.jpg,7
55,Portrait of Princess Talleyrand,"PRUD'HON, Pierre-Paul",portrait,French,1801-1850,"Catherine No&#235;lle Worle was a well known Parisian courtesan who in 1798 attracted the attention of Charles-Maurice de Talleyrand-Prigord (1754&#150;1838), France's powerful minister of Foreign Affairs. Upon learning about the liaison in 1802, Napoleon forced the minister to marry her",13439-alfieri.jpg,19203-71pend2.jpg,32173-louis_13.jpg,11142-1870s_07.jpg,32528-2princes.jpg,35578-23gevart.jpg,33531-42portra.jpg,41022-17portra.jpg,12350-portlady.jpg,12998-selfpor1.jpg,5
56,Portrait of Vittorio Alfieri,"FABRE, Franois-Xavier",portrait,French,1751-1800,"Vittorio Alfieri (1749-1803)was an Italian tragic poet whose predominant theme was the overthrow of tyranny.To glorify the personality of this writer of tragedies, Fabre has clearly added to the faithfulness of the portrait a heroic tone, evident in the facial expression and the pose of the raised arm over which the brown mantle is slung all'antica.Beyond its value as a historical document, the work is also a striking example of the more severely classicistic current which emerged from the school of David, of whom Fabre was a pupil and close follower.The painting is signed and dated in the lower right corner, ""F. X. Fabre Florentia 1793"", and on the reverse bears a famous sonnet written by the poet, dated 18 August 1794",13439-alfieri.jpg,19203-71pend2.jpg,32173-louis_13.jpg,11142-1870s_07.jpg,32528-2princes.jpg,35578-23gevart.jpg,33531-42portra.jpg,41022-17portra.jpg,12350-portlady.jpg,12998-selfpor1.jpg,1
57,San Zeno Polyptych,"MANTEGNA, Andrea",religious,Italian,1451-1500,"The central part represents the Madonna and Child Enthroned (212 x 125 cm), the left part shows Saints Peter and Paul, Saint John the Evangelist and Saint Zeno, while the right part Saints Benedict, Lawrence, Gregory and Saint John the Baptist (235 x 135 cm each). The predella paintings are copies, the originals are in the Mus�e du Louvre and in the Mus�e des Beaux-Arts of Tours.Despite the framing elements that divide them, the three main panels of the San Zeno Altarpiece form an unified picture space. The central section depicts the Madonna holding her Child and surrounded by music-making angels, seated on a marble throne decorated with Roman-inspired reliefs. The naturalistic trompe l'oeil garlands, seemingly affixed to the top of the picture, create a rapport with the garlands held by the putti in the marble relief at the top of the throne. The borderline between the real world and the invented world here breaks down completely",14788-giustina.jpg,24109-95magi.jpg,17505-14virgin.jpg,16385-chris13.jpg,10534-madonna.jpg,08864-12peter.jpg,02764-eccehomo.jpg,23189-32monaco.jpg,34269-phaeton.jpg,24000-zeno04.jpg,10
58,Self-Portrait at 26,"DRER, Albrecht",portrait,German,1501-1550,"This self portrait is dated 1498 and inscribed: `I have thus painted myself. I was 26 years old. Albrecht Drer.' Since the artist turned 27 on the 21 May, the picture must date from the beginning of the year. The artist's pose is self confident, showing him standing upright and turning slightly to lean his right arm on a ledge. D�rer's figure fills the picture, with his hat almost touching the top. His face and neck glow from the light streaming into the room and his long curly hair is painstakingly depicted. Unlike his earlier self portrait, he now has a proper beard, which was then unusual among young men. Nine years later D�rer wrote an ironic poem in which he described himself as `the painter with the hairy beard'.The artist's clothing is flamboyant. His elegant jacket is edged with black and beneath this he wears a white, pleated shirt, embroidered along the neckline. His jaunty hat is striped, to match the jacket. Over his left shoulder hangs a light-brown cloak, tied around his neck with a twisted cord. He wears fine kid gloves.Inside the room is a tall archway, partly framing D�rer's head, and to the right a window opens out onto an exquisite landscape. Green fields give way to a tree-ringed lake and beyond are snow-capped mountains, probably a reminder of D�rer's journey over the Alps three years earlier. Depicting a distant landscape, viewed through a window, was a device borrowed from Netherlandish portraiture.The Germans still tended to consider the artist as a craftsman, as had been the conventional view during the Middle Ages. This was bitterly unacceptable to D�rer, whose second Self-Portrait (out of three) shows him as slender and aristocratic, a haughty and foppish youth, ringletted and impassive. His stylish and expensive costume indicates, like the dramatic mountain view through the window (implying wider horizons), that he considers himself no mere limited provincial. What D�rer insists on above all else is his dignity, and this was a quality that he allowed to others too.This picture was acquired by Charles I of England and later bought by Philip IV of Spain",23845-3manet04.jpg,19213-77post.jpg,13403-15arnol.jpg,12490-05self26.jpg,17551-09portra.jpg,13646-23ferenc.jpg,37416-portlady.jpg,34215-jesuit.jpg,29860-margaret.jpg,17546-04portra.jpg,4
59,Self-Portrait at the Age of Sixteen,"DYCK, Sir Anthony van",portrait,Flemish,1601-1650,This self-portrait representing the painter at the age of sixteen is the earliest in the series of self-portraits van Dyck created during his successful career,13439-alfieri.jpg,19203-71pend2.jpg,32173-louis_13.jpg,11142-1870s_07.jpg,32528-2princes.jpg,35578-23gevart.jpg,33531-42portra.jpg,41022-17portra.jpg,12350-portlady.jpg,12998-selfpor1.jpg,10
60,Skull with Burning Cigarette,"GOGH, Vincent van",still-life,Dutch,1851-1900,"Catalogue numbers: F 212, JH 999.This painting is in many ways the key Antwerp picture by van Gogh. He was mocking the procedure in drawing classes, where a skeleton invariably served as the basis of anatomical studies. The lifelessness of the skeleton represented the very opposite of what van Gogh wanted a picture to express. With the burning cigarette jammed in its teeth, the skeleton, though still nothing but dead bones, has acquired a grotesquely funny hint of life",38105-vanitas.jpg,19439-stil_lif.jpg,27130-still_2.jpg,00097-still_fr.jpg,17027-antwerp6.jpg,10768-twoteals.jpg,33315-stilmelo.jpg,35884-gamestil.jpg,04599-medici4.jpg,29899-stil-flo.jpg,5
61,Soap Bubbles,"CHARDIN, Jean-Baptiste-Simon",genre,French,1701-1750,"There are three known autograph versions of Soap Bubbles, two in horizontal formats (in the Metropolitan Museum of Art, New York and the Los Angeles County Museum of Art), and the vertical composition in Washington. In each of the known versions, an adolescent boy leans on a window ledge  fringed with vines and blows through a straw, intensely concentrating on the large soap bubble at its tip. A young child strains over the ledge to watch.An engraving of the Soap Bubbles, published in 1739, matches none of the three extant paintings precisely. It seems most likely that there existed a fourth version, now lost",08667-01soap.jpg,20578-company5.jpg,04578-pendant2.jpg,29311-painter.jpg,09848-courb111.jpg,04586-young_gi.jpg,06918-elegantw.jpg,21435-fetewood.jpg,22942-09ridott.jpg,03173-spicesho.jpg,1
62,St George and the Princess,"TURA, Cosm?",religious,Italian,1451-1500,"In 1469 the cover of the organ of the Cathedral in Ferrara was painted by Tura. The Annunciation was visible in the closed state of the organ, while in the open state the panel representing St George and the Dragon was shown. The cover of the organ was transferred to the Museum in 1735.The organ frontal for the Cathedral must serve as an introduction to the painter, although he was about thirty-nine years old when it was finished and obviously a fully formed painter. The shutters were painted with tempera, although Tura seems frequently to have employed oils as well. They are emotionally charged, full of movement and intense expressionism. In the St George the frightened princess, placed close to the picture plane, moves swiftly to the left of the single canvas she occupies. Her fluttering, irregular draperies with decisive hills and valleys are carefully studied, but they do not follow the structure of her body or even her pose, becoming instead alive and rebelliously independent of the forms they hide.Light is effectively rendered as an expressive device without becoming a particularly naturalistic component, striking here and there, helter-skelter, although a certain concentration on the left may be isolated. Highlights are also found on the right-hand edges of forms, especially in the canvas showing St George impaling the dragon. Color is equally antinaturalistic. The tight-fitting leather costume of the saint is outlined, pale maroon against a golden sky. His gray horse, ferociously participating in the confrontation, is accentuated by a calligraphic arrangement of thin red straps. There are strong echoes of Mantegna, perhaps in part filtered through Squarcione, in motives like the rendering of the winding trail with figures on the hill behind the princess and a tight application of paint, which permits abundant minuscule detail. Critics have called attention to connections with later Donatello, especially with his reliefs made for nearby Padua. These are difficult to isolate within the personal expressive idiom of the St George, except for the shared intensity in treating sacred figures and narratives",36799-carrying.jpg,35316-sketch1.jpg,25926-cremona1.jpg,05439-110madon.jpg,17474-3malvag4.jpg,00954-02virgin.jpg,37575-cleopatr.jpg,04511-virgin_c.jpg,40266-organ_2.jpg,16534-s_jerome.jpg,9
63,St Giustina and the Guardian Angel Commending the Soul of an Infant to the Madonna and Child,"GANDOLFI, Gaetano",religious,Italian,1751-1800,"This is a preparatory sketch (bozzetto) for the altarpiece of the same subject in the Oratory of the Blessed Virgin of the Nativity and Saint Giustina at Villa Tanari, Bazzano",14788-giustina.jpg,24109-95magi.jpg,17505-14virgin.jpg,16385-chris13.jpg,10534-madonna.jpg,08864-12peter.jpg,02764-eccehomo.jpg,23189-32monaco.jpg,34269-phaeton.jpg,24000-zeno04.jpg,1
64,St Jerome,GIOVANNI ANGELO D'ANTONIO,religious,Italian,1451-1500,"This panel is from the upper register of a reconstructed polyptych. The companion panels in the upper register show Sts Sebastian and Peter, the Crucifixion and St Lawrence. The main panels with which the upper register has been framed since 1925 represent the Madonna and Child with angels, flanked by, on the left, Sts Augustine and Catherine of Alexandria and, on the right, Sts Appolonia and Nicholas of Tolentino.St Jerome is the most moving of the figural panels in the upper register. He is shown with his symbol, the lion, placing its paws on the saint while licking him as would a dog. Jerome is scrutinizing the text of the Vulgate, which he holds in front of him. Staring at the text through gilded pince-nez, his brows knitted in concentration, he reads aloud, his mouth half open, revealing white teeth.The panels forming the upper register come from the Benedictine abbey in Gualdo Tadino, which must have been the original location of the altarpiece to which they belonged",36799-carrying.jpg,35316-sketch1.jpg,25926-cremona1.jpg,05439-110madon.jpg,17474-3malvag4.jpg,00954-02virgin.jpg,37575-cleopatr.jpg,04511-virgin_c.jpg,40266-organ_2.jpg,16534-s_jerome.jpg,10
65,St Luke Drawing a Portrait of the Madonna,"WEYDEN, Rogier van der",religious,Flemish,1401-1450,"A sixth-century legend presents Luke as the painter of a number of icons of the Virgin. He is therefore given the status of the painter ""par excellence"", able to capture even the Virgin on canvas. Luke has been the patron of various painters' guilds since the fifteenth century.Depicted in the background of the painting are Mary's parents, Joachim and Anne. The evangelist, who supposedly practiced medicine, is shown dressed like a Flemish doctor; in the Middle Ages he was considered the patron saint of painters, physicians, and apothecaries. It has been suggested that this  is a self-portrait. The way in which Luke holds the stylus resembles the technique artists used to avoid smudging drawings with the heel of the hand.There are a few versions of this painting the most significants being in Boston and Munich",43957-2luke.jpg,05008-findmose.jpg,32539-mad_chil.jpg,32267-19gather.jpg,00781-3predel4.jpg,25224-karlstei.jpg,01094-christ.jpg,37004-service.jpg,44046-1diptych.jpg,04389-annuncia.jpg,1
66,"St Peter Martyr with St Nicholas of Bari, St Benedict and an Angel Musician",CIMA da Conegliano,religious,Italian,1451-1500,"The painting is from the church of Corpus Domini in Venice. It was commissioned by Benedetto Carloni in his woill of November 5, 1504. It is signed in Latin on the paper on the base: ""JOANIS BAPTISTA CIMA / CONEGLIAN(ENS)IS.""Cima must have been attracted at a very early age to Venice, where he was fascinated by the elder Bellini and Antonello da Messina. From them he acquired a pictorial repertory suited to his work on a provincial circuit, and like Montagna and Alvise Vivarini, he propagated their approach to painting on the mainland and in Emilia. His work, however, has richer colour and warmth, through the influence of Giorgione.This altarpiece shows Cima's typical mixture of the archaic and the modern. The impeccably harmonious fifteenth-century construction of architecture and figures is accompanied by a modern sunny atmosphere and a landscape steeped in luminous vapour. The traveling artist has evoked memories of his birthplace, setting it on the shores of a quiet lake and peopling it with shepherds, as in an Arcadian dream",14788-giustina.jpg,24109-95magi.jpg,17505-14virgin.jpg,16385-chris13.jpg,10534-madonna.jpg,08864-12peter.jpg,02764-eccehomo.jpg,23189-32monaco.jpg,34269-phaeton.jpg,24000-zeno04.jpg,6
67,Still-Life,"HEEM, Jan Davidsz. de",still-life,Dutch,1601-1650,"De Heem's still-life paintings initially followed the style of the Haarlem school, but later drew closer to the more lavish Flemish style of large-scale still-lifes. Nevertheless, certain Dutch elements cannot be overlooked. In this painting, they are particularly evident at the points where a ""dialectical principle"" determines the compositional structure.A mass of fruit and flowers ranging from ripe chestnuts to blackberries, from columbine to roses, has been arranged on a stone slab. A wide variety of surfaces, each with a different effect in light, with pure or iridescent colours, is spread out before us. Yet snails are already crawling across the vine leaves, the foliage is discoloured and withering and, the ears of grain are curling, the peach has burst its skin, the citrus fruit is half peeled, the white carnation is dried and drooping over the table edge.At the very point where the image bears an iconographic message of the transience of worldly life in the form of nature's riches, we see these things in their last bloom of beauty. Just as a ruin could represent the picturesque appeal of architecture, so too can a vine leaf riddled with snails seem picturesque in the full and final flowering of its beauty",38105-vanitas.jpg,19439-stil_lif.jpg,27130-still_2.jpg,00097-still_fr.jpg,17027-antwerp6.jpg,10768-twoteals.jpg,33315-stilmelo.jpg,35884-gamestil.jpg,04599-medici4.jpg,29899-stil-flo.jpg,2
68,Still-Life,"RECCO, Giuseppe",still-life,Italian,1651-1700,"The artist depicts in this still-life slices of watermelon on a pewter tray, with mushrooms and fruit.The work conforms to the characteristics of Recco's oeuvre",38105-vanitas.jpg,19439-stil_lif.jpg,27130-still_2.jpg,00097-still_fr.jpg,17027-antwerp6.jpg,10768-twoteals.jpg,33315-stilmelo.jpg,35884-gamestil.jpg,04599-medici4.jpg,29899-stil-flo.jpg,7
69,Still-Life with Flowers and Fruit,"OS, Jan van",still-life,Dutch,1751-1800,The painting is signed lower left: J Van Os fecit,38105-vanitas.jpg,19439-stil_lif.jpg,27130-still_2.jpg,00097-still_fr.jpg,17027-antwerp6.jpg,10768-twoteals.jpg,33315-stilmelo.jpg,35884-gamestil.jpg,04599-medici4.jpg,29899-stil-flo.jpg,10
70,Still-Life with Fruit and Crystal Vase,"AELST, Willem van",still-life,Dutch,1651-1700,"Intense colours characterize the still-lifes of Van Aelst, who worked for a time in France and Italy. In this painting, which was commissioned by Cardinal Giovan Carlo de' Medici, the intense blue of the table-cloth catches one's eye. The large crystal vase in the centre of the composition was probably in the possession of the Medici family. The painter placed his signature and the date on the hem of the white tablecloth: W.A.Aelst. 1652",38105-vanitas.jpg,19439-stil_lif.jpg,27130-still_2.jpg,00097-still_fr.jpg,17027-antwerp6.jpg,10768-twoteals.jpg,33315-stilmelo.jpg,35884-gamestil.jpg,04599-medici4.jpg,29899-stil-flo.jpg,4
71,Still-Life with Fruits,"MIGNON, Abraham",still-life,German,1651-1700,Notable among the artists Jan Davidsz. de Heem trained during his stay in Utrecht who then worked in his manner is the flower and fruit specialist Abraham Mignon,38105-vanitas.jpg,19439-stil_lif.jpg,27130-still_2.jpg,00097-still_fr.jpg,17027-antwerp6.jpg,10768-twoteals.jpg,33315-stilmelo.jpg,35884-gamestil.jpg,04599-medici4.jpg,29899-stil-flo.jpg,3
72,The Adoration of the Christ Child,PIERO DI COSIMO,religious,Italian,1451-1500,"This panel presents a number of compositional and symbolic peculiarities: St Joseph is represented in the background, visible in the middle through the door of the hut, grazing the ox and the donkey, usually depicted next to the Infant Jesus; angels playing long flutes take the place of the shepherds and Magi; the white bird on the beam of the roof (a dove?), perhaps an allusion to the Holy Spirit that descended to Mary. The Virgin's usual blue cloak is adorned with the star of the Byzantine tradition and behind her hangs a humble saddle. The Infant St John has significantly handed the cross, symbol of the Passion, to the child, who, as was common in Tuscan painting, is lying on a sheet and a sack. The figure of the Madonna, like those of the angels, fits in perfectly with the curved edge of the panel, perhaps painted to celebrate a birth, as was customary at the time. Tradition and innovation are fused in this painting, of which there is another version in the Hermitage, considered by some the original and by others a replica of the tondo in the Galleria Borghese",18104-2tosse1.jpg,24259-judith.jpg,10016-m_olives.jpg,31268-adoratio.jpg,36075-5window.jpg,25051-double1.jpg,42510-hagar_is.jpg,35665-deesis2.jpg,42791-1sacris.jpg,36299-man_sorr.jpg,4
73,The Adoration of the Magi,MASTER of the Holy Kinship,religious,German,1501-1550,"This double-sided panel once formed the wing of a now lost altarpiece, with the Adoration of the Magi originally serving as the interior panel and the Throne of Grace as the exterior. Formerly, the panel was in the Metropolitan Museum of Art, New York. It was sold for the Acquisitions Fund in 2013.The style of this master and his workshop was greatly influenced by Flemish painters, in particular, Hugo van der Goes, whose Monforte Altarpiece may be seen as a direct inspiration for the individual figures in this work (particularly the second kneeling King in the Adoration). Furthermore, the picture is indicative of the influence which Rogier van der Weyden had on the group of Cologne painters working at the turn of the 16th century. Such influence on the present work can be seen in Rogier's Columba Altarpiece, which utilizes a similar spatial construction and figural arrangement found in the Adoration here",18104-2tosse1.jpg,24259-judith.jpg,10016-m_olives.jpg,31268-adoratio.jpg,36075-5window.jpg,25051-double1.jpg,42510-hagar_is.jpg,35665-deesis2.jpg,42791-1sacris.jpg,36299-man_sorr.jpg,6
74,The Coronation of the Virgin,LORENZO Monaco,religious,Italian,1401-1450,"From the high altar of the church of Santa Maria degli Angeli, where Lorenzo was a monk. Signed and dated. The Scenes of the Life of St Benedict in the predella, with their fairy tale charm, are to be reckoned among the highest achievements of the master.Lorenzo's elegant style reached maturity in this very large altarpiece.In this painting the edges of the figures' garments have an animation quite independent of the actual movement of the figures. Although the composition of the painting is quite conventional, the figures display a new fluidity in their poses and in the movements of their drapery which is suggestive of the International Style then being employed in sculpture by Ghiberti and Niccol&#242; Lamberti. Surface patterns vie for attention with the volumes of the figures; even the superimposition of figures tends to read as pattern. Brilliant, light-toned colour and the lavish use of gold and expensive ultramarine blue pigment would have made the painting a strong focal point in the church and would also have testified to its importance and to the donor's extraordinary generosity",14788-giustina.jpg,24109-95magi.jpg,17505-14virgin.jpg,16385-chris13.jpg,10534-madonna.jpg,08864-12peter.jpg,02764-eccehomo.jpg,23189-32monaco.jpg,34269-phaeton.jpg,24000-zeno04.jpg,8
75,The Finding of Moses,BONIFACIO VERONESE,religious,Italian,1501-1550,"This painting and The Feast of Dives (Accademia, Venice) are considered Bonifacio's masterpieces. He has used the subject as an excuse to paint an open-air holiday scene, in which the luxuriousness of the clothes melts into the opulent landscape dotted with little genre scenes. In overall decorative effect, the painting is much like a tapestry. Bonifacio's sources of inspiration include Titian and Dosso, with some influence from northern European painters.",43957-2luke.jpg,05008-findmose.jpg,32539-mad_chil.jpg,32267-19gather.jpg,00781-3predel4.jpg,25224-karlstei.jpg,01094-christ.jpg,37004-service.jpg,44046-1diptych.jpg,04389-annuncia.jpg,2
